application_1474998176174_0016,6,34
application_1474998176174_0017,7,46
application_1474998176174_0018,7,36
application_1474998176174_0019,6,35
application_1474998176174_0020,6,46
application_1474998176174_0021,9,36
application_1474998176174_0022,7,49
application_1474998176174_0023,8,44
application_1474998176174_0024,7,35
application_1474998176174_0025,9,43
application_1474998176174_0026,7,34
application_1474998176174_0027,7,40
application_1474998176174_0028,6,44
application_1474998176174_0029,6,45
application_1474998176174_0030,6,52
application_1474998176174_0031,7,39
application_1474998176174_0032,7,49
application_1474998176174_0033,7,59
application_1474998176174_0034,6,32
application_1474998176174_0035,7,43
application_1474998176174_0036,7,39
application_1474998176174_0037,10,30
application_1474998176174_0038,6,40
application_1474998176174_0039,8,35
application_1474998176174_0040,6,51
application_1474998176174_0041,6,31
application_1474998176174_0042,6,39
application_1474998176174_0043,6,45
application_1474998176174_0044,10,42
application_1474998176174_0045,6,41
application_1474998176174_0046,6,39
application_1474998176174_0047,6,40
application_1474998176174_0048,7,48
application_1474998176174_0049,10,35
application_1474998176174_0050,7,44
application_1474998176174_0051,6,51
application_1474998176174_0052,9,40
application_1474998176174_0053,6,33
application_1474998176174_0054,6,49
application_1474998176174_0055,5,39
application_1474998176174_0056,7,49
application_1474998176174_0057,11,39
application_1474998176174_0058,7,44
application_1474998176174_0059,9,45
application_1474998176174_0060,6,41
application_1474998176174_0061,7,31
application_1474998176174_0062,5,45
application_1474998176174_0063,8,37
application_1474998176174_0064,6,34
application_1474998176174_0065,7,56
application_1474998176174_0066,8,32
application_1474998176174_0067,6,50
application_1474998176174_0068,7,40
application_1474998176174_0069,6,31
application_1474998176174_0070,6,37
application_1474998176174_0071,8,45
application_1474998176174_0072,8,37
application_1474998176174_0073,6,37
application_1474998176174_0074,7,32
application_1474998176174_0075,5,43
application_1474998176174_0076,9,41
application_1474998176174_0077,8,36
application_1474998176174_0078,6,37
application_1474998176174_0079,6,52
application_1474998176174_0080,10,36
application_1474998176174_0081,10,31
application_1474998176174_0082,6,37
application_1474998176174_0083,6,46
application_1474998176174_0084,6,42
application_1474998176174_0085,15,39
application_1474998176174_0086,11,31
application_1474998176174_0087,8,42
application_1474998176174_0088,8,35
application_1474998176174_0089,7,41
application_1474998176174_0090,7,45
application_1474998176174_0091,7,44
application_1474998176174_0092,8,40
application_1474998176174_0093,7,39
application_1474998176174_0094,6,35
application_1474998176174_0095,7,38
application_1474998176174_0096,5,35
application_1474998176174_0097,5,35
application_1474998176174_0098,5,49
application_1474998176174_0099,5,46
application_1474998176174_0100,7,31
application_1474998176174_0101,8,34
application_1474998176174_0102,12,46
application_1474998176174_0103,6,38
application_1474998176174_0104,6,38
application_1474998176174_0105,7,43
application_1474998176174_0106,8,38
application_1474998176174_0107,8,33
application_1474998176174_0108,6,43
application_1474998176174_0109,7,32
application_1474998176174_0110,6,37
application_1474998176174_0111,6,37
application_1474998176174_0112,6,38
application_1474998176174_0113,8,36
application_1474998176174_0114,5,37
application_1474998176174_0115,6,49
application_1474998176174_0116,8,40
application_1474998176174_0117,8,33
application_1474998176174_0118,6,40
application_1474998176174_0119,10,31
application_1474998176174_0120,6,40
application_1474998176174_0121,11,41
application_1474998176174_0122,6,30
application_1474998176174_0123,6,40
application_1474998176174_0124,5,39
application_1474998176174_0125,7,39
application_1474998176174_0126,7,34
application_1474998176174_0127,6,35
application_1474998176174_0128,7,33
application_1474998176174_0129,6,36
application_1474998176174_0130,5,39
