application_1487366385863_0059,4,83
application_1487366385863_0060,6,79
application_1487366385863_0061,5,87
application_1487366385863_0062,4,165
application_1487366385863_0063,4,10
application_1487366385863_0064,5,96
application_1487366385863_0065,5,59
application_1487366385863_0066,6,62
application_1487366385863_0067,4,59
application_1487366385863_0068,6,107
application_1487366385863_0069,5,191
application_1487366385863_0070,5,93
application_1487366385863_0071,5,39
application_1487366385863_0072,7,82
application_1487366385863_0073,6,44
application_1487366385863_0074,6,77
application_1487366385863_0075,5,71
application_1487366385863_0076,4,62
application_1487366385863_0077,5,127
application_1487366385863_0078,5,218
application_1487366385863_0080,4,70
application_1487366385863_0079,6,97
application_1487366385863_0081,6,64
application_1487366385863_0082,4,165
application_1487366385863_0083,5,251
application_1487366385863_0085,6,48
application_1487366385863_0084,7,60
application_1487366385863_0086,5,59
application_1487366385863_0087,6,73
application_1487366385863_0088,6,100
application_1487366385863_0089,4,94
application_1487366385863_0091,5,10
application_1487366385863_0090,6,123
application_1487366385863_0093,6,72
application_1487366385863_0092,6,110
application_1487366385863_0094,4,68
application_1487366385863_0095,4,189
application_1487366385863_0096,6,165
application_1487366385863_0097,7,97
application_1487366385863_0098,5,62
application_1487366385863_0099,5,128
application_1487366385863_0100,4,61
application_1487366385863_0101,6,42
application_1487366385863_0104,6,148
application_1487366385863_0102,5,115
application_1487366385863_0103,5,135
application_1487366385863_0105,4,174
application_1487366385863_0106,6,71
application_1487366385863_0107,6,94
application_1487366385863_0108,7,53
application_1487366385863_0109,5,108
application_1487366385863_0110,5,12
application_1487366385863_0113,10,58
application_1487366385863_0114,7,164
application_1487366385863_0112,5,42
application_1487366385863_0116,6,79
application_1487366385863_0111,5,78
application_1487366385863_0115,5,208
application_1487366385863_0118,7,119
application_1487366385863_0117,6,219
application_1487366385863_0119,6,13
application_1487366385863_0121,4,197
application_1487366385863_0120,5,78
application_1487366385863_0122,7,65
application_1487366385863_0123,5,93
application_1487366385863_0124,9,78
application_1487366385863_0125,5,12
application_1487366385863_0126,5,79
application_1487366385863_0127,5,64
application_1487366385863_0130,6,64
application_1487366385863_0128,6,106
application_1487366385863_0129,6,45
application_1487366385863_0131,7,76
application_1487366385863_0132,4,155
application_1487366385863_0133,6,97
application_1487366385863_0134,6,150
application_1487366385863_0135,5,13
application_1487366385863_0136,4,108
application_1487366385863_0137,8,128
application_1487366385863_0138,4,266
application_1487366385863_0140,6,74
application_1487366385863_0141,5,96
application_1487366385863_0139,5,111
application_1487366385863_0142,9,673
application_1487366385863_0143,6,63
application_1487366385863_0144,5,99
application_1487366385863_0145,6,95
application_1487366385863_0146,4,17
application_1487366385863_0147,5,101
application_1487366385863_0148,4,93
application_1487366385863_0149,5,92
application_1487366385863_0150,5,127
application_1487366385863_0152,6,120
application_1487366385863_0151,8,118
application_1487366385863_0153,5,831
application_1487366385863_0154,5,93
application_1487366385863_0155,8,94
application_1487366385863_0156,4,417
application_1487366385863_0157,7,44
application_1487366385863_0158,6,430
application_1487366385863_0159,9,188
application_1487366385863_0160,11,167
application_1487366385863_0161,5,217
application_1487366385863_0162,10,94
application_1487366385863_0164,6,107
application_1487366385863_0165,8,104
application_1487366385863_0167,9,46
application_1487366385863_0166,6,161
application_1487366385863_0163,12,151
application_1487366385863_0172,6,209
application_1487366385863_0174,5,112
application_1487366385863_0171,7,231
application_1487366385863_0170,6,676
application_1487366385863_0168,12,236
application_1487366385863_0175,6,124
application_1487366385863_0173,6,750
application_1487366385863_0169,10,618
application_1487366385863_0177,6,216
application_1487366385863_0176,6,603
application_1487366385863_0179,7,218
application_1487366385863_0178,8,127
application_1487366385863_0180,9,211
application_1487366385863_0181,10,125
application_1487366385863_0183,6,109
application_1487366385863_0182,5,260
application_1487366385863_0185,4,318
application_1487366385863_0186,5,297
application_1487366385863_0184,5,66
application_1487366385863_0188,7,644
application_1487366385863_0187,7,93
application_1487366385863_0189,4,193
application_1487366385863_0191,9,302
application_1487366385863_0190,5,410
application_1487366385863_0193,12,382
application_1487366385863_0194,12,81
application_1487366385863_0192,12,93
application_1487366385863_0195,6,341
application_1487366385863_0196,16,57
application_1487366385863_0197,13,182
application_1487366385863_0198,8,81
application_1487366385863_0199,4,98
application_1487366385863_0200,11,163
application_1487366385863_0202,16,78
application_1487366385863_0201,12,116
application_1487366385863_0204,12,86
application_1487366385863_0209,6,111
application_1487366385863_0208,8,86
application_1487366385863_0211,12,144
application_1487366385863_0203,10,66
application_1487366385863_0215,65,258
application_1487366385863_0218,47,74
application_1487366385863_0205,6,103
application_1487366385863_0223,7,204
application_1487366385863_0217,31,176
application_1487366385863_0222,33,204
application_1487366385863_0216,9,129
application_1487366385863_0224,6,226
application_1487366385863_0210,6,6
application_1487366385863_0221,4,352
application_1487366385863_0206,13,7
application_1487366385863_0214,17,60
application_1487366385863_0212,5,110
application_1487366385863_0207,5,129
application_1487366385863_0213,9,93
application_1487366385863_0227,37,100
application_1487366385863_0219,6,232
application_1487366385863_0229,6,228
application_1487366385863_0225,8,7
application_1487366385863_0230,5,339
application_1487366385863_0228,69,231
application_1487366385863_0231,6,110
application_1487366385863_0232,14,101
application_1487366385863_0226,5,245
application_1487366385863_0220,55,293
application_1487366385863_0237,5,137
application_1487366385863_0234,6,175
application_1487366385863_0235,5,139
application_1487366385863_0243,6,166
application_1487366385863_0244,20,242
application_1487366385863_0245,10,295
application_1487366385863_0247,9,157
application_1487366385863_0246,10,231
application_1487366385863_0233,10,260
application_1487366385863_0242,5,182
application_1487366385863_0240,8,232
application_1487366385863_0248,8,125
application_1487366385863_0251,6,118
application_1487366385863_0250,8,155
application_1487366385863_0236,5,77
application_1487366385863_0252,8,142
application_1487366385863_0255,4,15
application_1487366385863_0238,10,333
application_1487366385863_0253,9,113
application_1487366385863_0239,17,2
application_1487366385863_0257,6,86
application_1487366385863_0249,7,156
application_1487366385863_0241,8,122
application_1487366385863_0256,18,5
application_1487366385863_0259,30,101
application_1487366385863_0260,7,106
application_1487366385863_0264,10,554
application_1487366385863_0265,7,544
application_1487366385863_0274,17,76
application_1487366385863_0262,24,126
application_1487366385863_0271,16,120
application_1487366385863_0270,9,121
application_1487366385863_0254,9,79
application_1487366385863_0282,7,403
application_1487366385863_0263,8,63
application_1487366385863_0280,6,116
application_1487366385863_0278,7,62
application_1487366385863_0268,10,10
application_1487366385863_0276,18,340
application_1487366385863_0266,6,118
application_1487366385863_0272,9,90
