0,0.0,0.0,0.0
2,0.0,0.0,0.0
4,0.0,0.0,0.0
6,0.0,0.0,0.0
8,0.0,0.0,0.0
10,0.0,0.0,0.0
12,0.0,0.0,0.0
14,0.0,0.0,0.0
16,0.0,0.0,0.0
18,0.0,0.0,0.0
20,0.0,0.0,0.0
22,0.0,0.0,0.0
24,0.0,0.0,0.0
26,0.0,0.0,0.0
28,0.0,1.0,0.0
30,0.0,0.0,1.0
32,0.0,0.0,1.0
34,0.0,0.0,1.0
36,0.0,0.0,1.0
38,0.0,0.0,1.0
40,0.0,0.0,1.0
42,0.0,0.0,2.0
44,0.0,0.0,2.0
46,0.0,0.0,2.0
48,0.0,0.0,2.0
50,0.0,0.0,2.0
52,0.0,0.0,2.0
54,0.0,0.0,2.0
56,0.0,0.0,2.0
58,0.0,0.0,2.0
60,0.0,0.0,2.0
62,0.0,0.0,2.0
64,0.0,0.0,2.0
66,0.0,0.0,2.0
68,0.0,0.0,2.0
70,0.0,0.0,2.0
72,0.0,0.0,2.0
74,0.0,0.0,2.0
76,0.0,0.0,2.0
78,0.0,0.0,2.0
80,0.0,0.0,2.0
82,0.0,0.0,2.0
85,0.0,0.0,2.0
87,0.0,0.0,2.0
89,0.0,0.0,2.0
91,0.0,0.0,2.0
93,0.0,0.0,2.0
95,0.0,0.0,3.0
97,0.0,0.0,3.0
99,0.0,0.0,3.0
101,0.0,0.0,3.0
103,0.0,0.0,3.0
105,0.0,0.0,3.0
107,0.0,0.0,3.0
109,0.0,0.0,3.0
111,0.0,0.0,3.0
113,0.0,0.0,3.0
115,0.0,0.0,3.0
117,0.0,0.0,3.0
119,0.0,0.0,3.0
121,0.0,0.0,3.0
123,0.0,0.0,3.0
125,0.0,0.0,3.0
127,0.0,0.0,3.0
129,0.0,0.0,3.0
131,0.0,0.0,3.0
133,0.0,0.0,3.0
135,0.0,0.0,3.0
137,0.0,0.0,3.0
139,0.0,0.0,3.0
141,0.0,0.0,3.0
144,0.0,0.0,3.0
146,0.0,0.0,3.0
148,0.0,0.0,3.0
150,0.0,0.0,3.0
152,0.0,0.0,3.0
154,0.0,0.0,3.0
156,0.0,0.0,3.0
158,0.0,0.0,3.0
160,0.0,0.0,3.0
162,0.0,0.0,3.0
164,0.0,0.0,3.0
166,0.0,0.0,3.0
168,0.0,0.0,3.0
170,0.0,0.0,3.0
172,0.0,0.0,3.0
174,0.0,0.0,3.0
176,0.0,0.0,3.0
178,0.0,0.0,3.0
180,0.0,0.0,3.0
182,0.0,0.0,3.0
184,0.0,0.0,3.0
186,0.0,0.0,4.0
188,0.0,0.0,4.0
190,0.0,0.0,4.0
192,0.0,0.0,4.0
194,0.0,0.0,4.0
196,0.0,0.0,4.0
198,0.0,0.0,4.0
200,0.0,0.0,4.0
202,0.0,0.0,4.0
204,0.0,0.0,4.0
206,0.0,0.0,4.0
208,0.0,0.0,4.0
210,0.0,0.0,4.0
212,0.0,0.0,4.0
214,0.0,0.0,4.0
216,0.0,0.0,4.0
218,0.0,0.0,4.0
220,0.0,0.0,4.0
222,0.0,0.0,4.0
224,0.0,0.0,4.0
226,0.0,0.0,4.0
228,0.0,0.0,4.0
230,0.0,0.0,4.0
232,0.0,0.0,4.0
234,0.0,0.0,4.0
236,0.0,0.0,4.0
238,0.0,0.0,4.0
240,0.0,0.0,4.0
242,0.0,0.0,4.0
244,0.0,0.0,4.0
247,0.0,0.0,4.0
