application_1475018495396_0769,6,46
application_1475018495396_0771,7,41
application_1475018495396_0772,6,36
application_1475018495396_0773,8,31
application_1475018495396_0774,5,37
application_1475018495396_0775,5,47
application_1475018495396_0776,5,36
application_1475018495396_0777,5,34
application_1475018495396_0778,8,42
application_1475018495396_0779,6,46
application_1475018495396_0780,6,31
application_1475018495396_0781,7,33
application_1475018495396_0782,8,35
application_1475018495396_0783,6,35
application_1475018495396_0784,6,38
application_1475018495396_0785,6,37
application_1475018495396_0786,8,49
application_1475018495396_0787,7,33
application_1475018495396_0788,9,41
application_1475018495396_0789,7,41
application_1475018495396_0790,7,30
application_1475018495396_0791,5,46
application_1475018495396_0792,7,41
application_1475018495396_0793,7,37
application_1475018495396_0794,7,43
application_1475018495396_0795,7,30
application_1475018495396_0796,6,41
application_1475018495396_0797,6,36
application_1475018495396_0798,7,32
application_1475018495396_0799,7,34
application_1475018495396_0800,7,33
application_1475018495396_0801,7,35
application_1475018495396_0802,7,39
application_1475018495396_0803,5,34
application_1475018495396_0804,5,54
application_1475018495396_0805,6,46
application_1475018495396_0806,7,40
application_1475018495396_0807,7,33
application_1475018495396_0808,5,53
application_1475018495396_0809,6,54
application_1475018495396_0810,8,41
application_1475018495396_0811,7,42
application_1475018495396_0812,7,37
application_1475018495396_0813,6,33
application_1475018495396_0814,20,35
application_1475018495396_0815,7,40
application_1475018495396_0816,9,52
application_1475018495396_0817,8,40
application_1475018495396_0818,7,44
application_1475018495396_0819,5,47
application_1475018495396_0821,6,36
application_1475018495396_0820,6,45
application_1475018495396_0822,7,32
application_1475018495396_0823,7,43
application_1475018495396_0824,6,42
application_1475018495396_0825,6,51
application_1475018495396_0826,6,37
application_1475018495396_0827,6,61
application_1475018495396_0828,8,38
application_1475018495396_0829,6,40
application_1475018495396_0830,6,35
application_1475018495396_0831,6,36
application_1475018495396_0832,6,42
application_1475018495396_0833,7,42
application_1475018495396_0834,6,32
application_1475018495396_0835,8,38
application_1475018495396_0836,8,41
application_1475018495396_0837,9,36
application_1475018495396_0838,5,37
application_1475018495396_0839,6,39
application_1475018495396_0840,7,45
application_1475018495396_0841,6,39
application_1475018495396_0842,7,40
application_1475018495396_0843,6,34
application_1475018495396_0844,6,35
application_1475018495396_0845,9,42
application_1475018495396_0846,5,40
application_1475018495396_0847,7,41
application_1475018495396_0848,6,45
application_1475018495396_0849,8,40
application_1475018495396_0850,7,35
application_1475018495396_0851,5,43
application_1475018495396_0852,7,35
application_1475018495396_0853,7,44
application_1475018495396_0854,7,43
application_1475018495396_0855,7,36
application_1475018495396_0856,5,36
application_1475018495396_0857,7,34
application_1475018495396_0858,6,49
application_1475018495396_0859,5,40
application_1475018495396_0860,7,37
application_1475018495396_0861,5,44
application_1475018495396_0862,6,49
application_1475018495396_0863,5,44
application_1475018495396_0864,6,35
application_1475018495396_0865,7,37
application_1475018495396_0866,7,42
application_1475018495396_0867,6,34
application_1475018495396_0868,6,41
application_1475018495396_0869,8,36
application_1475018495396_0870,6,39
application_1475018495396_0871,6,43
application_1475018495396_0872,6,37
application_1475018495396_0873,7,36
application_1475018495396_0874,8,37
application_1475018495396_0875,6,35
application_1475018495396_0876,8,39
application_1475018495396_0877,6,42
application_1475018495396_0878,6,33
application_1475018495396_0879,8,40
application_1475018495396_0880,5,43
application_1475018495396_0881,7,33
application_1475018495396_0882,7,42
application_1475018495396_0883,6,35
application_1475018495396_0884,6,35
application_1475018495396_0885,6,37
application_1475018495396_0886,6,40
application_1475018495396_0887,6,36
application_1475018495396_0888,7,43
application_1475018495396_0889,5,37
application_1475018495396_0890,5,34
application_1475018495396_0891,5,40
application_1475018495396_0892,9,38
application_1475018495396_0893,5,45
application_1475018495396_0894,8,35
application_1475018495396_0895,7,45
application_1475018495396_0896,7,33
application_1475018495396_0897,5,42
application_1475018495396_0898,7,45
application_1475018495396_0899,5,38
application_1475018495396_0900,5,38
application_1475018495396_0901,5,45
application_1475018495396_0902,8,32
application_1475018495396_0903,6,38
application_1475018495396_0904,6,34
application_1475018495396_0905,6,50
application_1475018495396_0906,6,34
application_1475018495396_0907,6,33
application_1475018495396_0908,6,40
application_1475018495396_0909,8,32
application_1475018495396_0910,6,40
application_1475018495396_0911,4,34
application_1475018495396_0912,6,42
application_1475018495396_0913,6,35
application_1475018495396_0914,7,33
application_1475018495396_0915,9,50
application_1475018495396_0916,8,32
application_1475018495396_0917,6,41
application_1475018495396_0918,7,33
application_1475018495396_0919,7,42
application_1475018495396_0920,6,34
application_1475018495396_0921,6,40
application_1475018495396_0922,6,33
application_1475018495396_0923,8,41
application_1475018495396_0924,7,42
application_1475018495396_0925,7,45
application_1475018495396_0926,9,35
application_1475018495396_0927,7,49
application_1475018495396_0928,7,47
application_1475018495396_0929,7,39
application_1475018495396_0930,7,32
application_1475018495396_0931,7,48
application_1475018495396_0932,7,42
application_1475018495396_0933,7,40
application_1475018495396_0934,12,42
application_1475018495396_0935,6,47
application_1475018495396_0936,9,34
application_1475018495396_0937,6,40
application_1475018495396_0938,5,37
application_1475018495396_0939,7,42
application_1475018495396_0940,7,39
application_1475018495396_0941,6,39
application_1475018495396_0942,6,46
application_1475018495396_0943,8,39
application_1475018495396_0944,6,40
application_1475018495396_0945,6,38
application_1475018495396_0946,6,35
application_1475018495396_0947,7,41
application_1475018495396_0948,9,37
application_1475018495396_0949,6,33
application_1475018495396_0950,7,37
application_1475018495396_0951,6,44
application_1475018495396_0952,5,45
application_1475018495396_0953,5,40
application_1475018495396_0954,6,46
application_1475018495396_0955,7,37
application_1475018495396_0956,7,33
application_1475018495396_0957,7,36
application_1475018495396_0958,5,41
application_1475018495396_0959,7,34
application_1475018495396_0960,7,38
application_1475018495396_0961,6,43
application_1475018495396_0962,6,37
application_1475018495396_0963,7,36
application_1475018495396_0964,6,38
application_1475018495396_0965,6,36
application_1475018495396_0966,6,33
application_1475018495396_0967,6,39
application_1475018495396_0968,6,33
application_1475018495396_0969,10,34
application_1475018495396_0970,6,36
application_1475018495396_0971,6,42
application_1475018495396_0972,5,39
application_1475018495396_0973,6,39
application_1475018495396_0974,6,42
application_1475018495396_0975,7,34
application_1475018495396_0976,9,42
application_1475018495396_0977,7,34
application_1475018495396_0978,7,43
application_1475018495396_0979,6,33
application_1475018495396_0980,5,35
application_1475018495396_0981,5,44
application_1475018495396_0982,7,35
application_1475018495396_0983,5,44
application_1475018495396_0984,7,57
application_1475018495396_0985,6,44
application_1475018495396_0986,7,34
application_1475018495396_0987,8,39
application_1475018495396_0988,6,34
application_1475018495396_0989,17,38
application_1475018495396_0990,5,36
application_1475018495396_0991,8,37
application_1475018495396_0992,5,43
application_1475018495396_0993,8,34
application_1475018495396_0994,8,44
application_1475018495396_0995,6,41
application_1475018495396_0996,7,42
application_1475018495396_0997,9,42
application_1475018495396_0998,6,46
application_1475018495396_0999,6,38
application_1475018495396_1000,6,42
application_1475018495396_1001,6,50
application_1475018495396_1002,6,53
application_1475018495396_1003,6,39
application_1475018495396_1004,7,34
application_1475018495396_1005,7,44
application_1475018495396_1006,6,41
application_1475018495396_1007,9,36
application_1475018495396_1008,7,36
application_1475018495396_1009,7,38
application_1475018495396_1010,6,36
application_1475018495396_1011,7,39
application_1475018495396_1012,6,37
application_1475018495396_1013,9,34
application_1475018495396_1014,6,43
application_1475018495396_1015,6,39
application_1475018495396_1016,5,44
application_1475018495396_1017,5,41
application_1475018495396_1018,6,52
application_1475018495396_1019,6,49
application_1475018495396_1020,7,35
application_1475018495396_1021,5,36
application_1475018495396_1022,10,37
application_1475018495396_1023,5,41
application_1475018495396_1024,5,40
application_1475018495396_1025,6,39
application_1475018495396_1026,6,42
application_1475018495396_1027,6,37
application_1475018495396_1028,7,42
application_1475018495396_1029,6,35
application_1475018495396_1030,7,40
application_1475018495396_1031,9,36
application_1475018495396_1032,9,41
application_1475018495396_1033,8,34
application_1475018495396_1034,7,48
application_1475018495396_1035,7,40
