application_1488177559200_0001,pagerank1,SUCCEEDED,7,337
application_1488177559200_0002,pagerank2,SUCCEEDED,8,971
application_1488177559200_0003,kmeans1,SUCCEEDED,6,326
application_1488177559200_0004,kmeans1,SUCCEEDED,7,518
application_1488177559200_0005,pagerank2,SUCCEEDED,6,493
application_1488177559200_0006,kmeans1,SUCCEEDED,7,588
application_1488177559200_0007,kmeans1,SUCCEEDED,193,572
application_1488177559200_0008,kmeans1,SUCCEEDED,177,557
application_1488177559200_0009,kmeans1,SUCCEEDED,158,534
application_1488177559200_0010,kmeans1,SUCCEEDED,60,602
application_1488177559200_0011,kmeans1,SUCCEEDED,38,684
application_1488177559200_0012,pagerank2,SUCCEEDED,184,797
application_1488177559200_0013,pagerank2,SUCCEEDED,171,845
application_1488177559200_0014,kmeans1,SUCCEEDED,31,710
application_1488177559200_0015,kmeans1,SUCCEEDED,270,526
application_1488177559200_0016,kmeans1,SUCCEEDED,124,476
application_1488177559200_0017,pagerank1,SUCCEEDED,74,806
application_1488177559200_0018,pagerank2,SUCCEEDED,112,986
application_1488177559200_0019,pagerank2,SUCCEEDED,266,523
application_1488177559200_0020,kmeans1,SUCCEEDED,7,545
application_1488177559200_0021,kmeans1,SUCCEEDED,6,631
application_1488177559200_0022,pagerank2,SUCCEEDED,7,471
application_1488177559200_0023,kmeans1,SUCCEEDED,13,489
application_1488177559200_0024,kmeans1,SUCCEEDED,5,327
application_1488177559200_0025,pagerank1,SUCCEEDED,7,332
application_1488177559200_0026,kmeans1,SUCCEEDED,5,366
application_1488177559200_0027,kmeans1,SUCCEEDED,7,327
application_1488177559200_0028,kmeans1,SUCCEEDED,6,324
application_1488177559200_0029,pagerank2,SUCCEEDED,5,1016
application_1488177559200_0030,kmeans1,SUCCEEDED,5,341
application_1488177559200_0031,pagerank2,SUCCEEDED,5,916
application_1488177559200_0032,pagerank2,SUCCEEDED,6,837
application_1488177559200_0033,pagerank1,SUCCEEDED,6,685
application_1488177559200_0034,pagerank2,SUCCEEDED,209,1140
application_1488177559200_0035,pagerank3,SUCCEEDED,204,4995
application_1488177559200_0036,kmeans1,SUCCEEDED,340,469
application_1488177559200_0037,kmeans1,SUCCEEDED,311,454
application_1488177559200_0038,kmeans1,SUCCEEDED,246,861
application_1488177559200_0039,kmeans1,SUCCEEDED,206,793
application_1488177559200_0040,pagerank2,SUCCEEDED,155,1264
application_1488177559200_0041,kmeans1,SUCCEEDED,109,993
application_1488177559200_0042,kmeans1,SUCCEEDED,41,1035
application_1488177559200_0043,pagerank2,SUCCEEDED,242,1641
application_1488177559200_0044,pagerank1,SUCCEEDED,120,925
application_1488177559200_0045,kmeans1,SUCCEEDED,118,1321
application_1488177559200_0046,kmeans1,SUCCEEDED,203,821
application_1488177559200_0047,pagerank2,SUCCEEDED,133,1318
application_1488177559200_0048,kmeans1,SUCCEEDED,7,1152
application_1488177559200_0049,kmeans1,SUCCEEDED,480,827
application_1488177559200_0050,pagerank3,FAILED,5306,28
application_1488177559200_0051,pagerank2,SUCCEEDED,456,1279
application_1488177559200_0052,kmeans1,SUCCEEDED,433,997
application_1488177559200_0053,pagerank1,SUCCEEDED,332,1446
application_1488177559200_0054,pagerank2,SUCCEEDED,256,2529
application_1488177559200_0055,kmeans1,SUCCEEDED,171,1783
application_1488177559200_0056,kmeans1,SUCCEEDED,137,2850
application_1488177559200_0057,pagerank2,SUCCEEDED,1285,2226
application_1488177559200_0058,kmeans1,SUCCEEDED,1222,1731
application_1488177559200_0059,kmeans1,SUCCEEDED,901,1740
application_1488177559200_0060,kmeans1,SUCCEEDED,696,1756
application_1488177559200_0061,pagerank2,SUCCEEDED,386,2959
application_1488177559200_0062,pagerank3,SUCCEEDED,381,6127
application_1488177559200_0063,kmeans1,SUCCEEDED,334,2573
application_1488177559200_0064,kmeans1,SUCCEEDED,299,2917
application_1488177559200_0065,kmeans1,SUCCEEDED,190,3320
application_1488177559200_0066,kmeans1,SUCCEEDED,88,3346
application_1488177559200_0067,kmeans1,SUCCEEDED,2914,808
application_1488177559200_0068,pagerank2,SUCCEEDED,2736,1273
application_1488177559200_0069,pagerank1,SUCCEEDED,2734,885
application_1488177559200_0070,kmeans1,SUCCEEDED,2718,1208
application_1488177559200_0071,pagerank2,SUCCEEDED,2715,1462
application_1488177559200_0072,kmeans1,SUCCEEDED,2677,1601
application_1488177559200_0073,kmeans1,SUCCEEDED,2667,1609
application_1488177559200_0074,pagerank2,SUCCEEDED,2641,2487
application_1488177559200_0075,pagerank2,SUCCEEDED,2610,2668
application_1488177559200_0076,pagerank1,SUCCEEDED,2580,2021
application_1488177559200_0077,kmeans1,SUCCEEDED,2579,2370
application_1488177559200_0078,pagerank1,SUCCEEDED,2578,2824
application_1488177559200_0079,kmeans1,SUCCEEDED,2421,2993
application_1488177559200_0080,pagerank2,SUCCEEDED,2316,3876
application_1488177559200_0081,pagerank1,SUCCEEDED,2315,3238
application_1488177559200_0082,kmeans1,SUCCEEDED,2226,3359
application_1488177559200_0083,pagerank2,SUCCEEDED,2052,3833
application_1488177559200_0084,pagerank1,SUCCEEDED,2052,3583
application_1488177559200_0085,pagerank2,SUCCEEDED,2051,4109
application_1488177559200_0086,pagerank1,SUCCEEDED,5294,925
application_1488177559200_0087,kmeans1,SUCCEEDED,5227,997
application_1488177559200_0088,kmeans1,SUCCEEDED,5191,1001
application_1488177559200_0089,pagerank2,SUCCEEDED,5132,1825
application_1488177559200_0090,kmeans1,SUCCEEDED,5076,1210
application_1488177559200_0091,pagerank1,SUCCEEDED,4563,1253
application_1488177559200_0092,pagerank2,SUCCEEDED,4409,1648
application_1488177559200_0093,kmeans1,SUCCEEDED,4178,1627
application_1488177559200_0094,kmeans1,SUCCEEDED,3937,1578
application_1488177559200_0095,pagerank1,SUCCEEDED,3921,1999
application_1488177559200_0096,pagerank2,SUCCEEDED,3835,2154
application_1488177559200_0097,kmeans1,SUCCEEDED,3792,2350
application_1488177559200_0098,kmeans1,SUCCEEDED,3697,2173
application_1488177559200_0099,kmeans1,SUCCEEDED,3697,2168
application_1488177559200_0100,kmeans1,SUCCEEDED,3696,2329
application_1488177559200_0101,pagerank2,SUCCEEDED,3679,3167
application_1488177559200_0102,pagerank2,SUCCEEDED,3375,2841
application_1488177559200_0103,kmeans1,SUCCEEDED,5434,571
application_1488177559200_0104,pagerank2,SUCCEEDED,5142,1302
application_1488177559200_0105,kmeans1,SUCCEEDED,5039,1088
application_1488177559200_0106,kmeans1,SUCCEEDED,5039,1017
application_1488177559200_0107,kmeans1,SUCCEEDED,5036,1407
application_1488177559200_0108,kmeans1,SUCCEEDED,5038,1429
application_1488177559200_0109,kmeans1,SUCCEEDED,4833,1331
application_1488177559200_0110,kmeans1,SUCCEEDED,4755,1355
application_1488177559200_0111,kmeans1,SUCCEEDED,4714,1461
application_1488177559200_0112,kmeans1,SUCCEEDED,4709,1721
application_1488177559200_0113,kmeans1,SUCCEEDED,4626,1691
application_1488177559200_0114,kmeans1,SUCCEEDED,4533,1661
application_1488177559200_0115,pagerank2,SUCCEEDED,4417,2593
application_1488177559200_0116,pagerank1,SUCCEEDED,4366,1895
application_1488177559200_0117,pagerank1,SUCCEEDED,4364,2141
application_1488177559200_0118,pagerank1,SUCCEEDED,3708,2147
application_1488177559200_0119,pagerank2,SUCCEEDED,3701,3096
application_1488177559200_0120,kmeans1,SUCCEEDED,3638,2511
application_1488177559200_0121,kmeans1,SUCCEEDED,3378,2487
application_1488177559200_0122,kmeans1,SUCCEEDED,3379,2498
application_1488177559200_0123,kmeans1,SUCCEEDED,3361,2825
application_1488177559200_0124,pagerank2,SUCCEEDED,3145,3673
application_1488177559200_0125,pagerank2,SUCCEEDED,2962,3094
application_1488177559200_0126,pagerank1,SUCCEEDED,2866,3162
application_1488177559200_0127,kmeans1,SUCCEEDED,2871,3440
application_1488177559200_0128,kmeans1,SUCCEEDED,2756,3483
application_1488177559200_0129,kmeans1,SUCCEEDED,2745,3499
application_1488177559200_0130,pagerank1,SUCCEEDED,2606,3499
application_1488177559200_0131,pagerank1,SUCCEEDED,2602,3897
application_1488177559200_0132,kmeans1,SUCCEEDED,2602,3871
application_1488177559200_0133,kmeans1,SUCCEEDED,2345,3895
application_1488177559200_0134,kmeans1,SUCCEEDED,5840,527
application_1488177559200_0135,pagerank2,SUCCEEDED,5731,1421
application_1488177559200_0136,pagerank2,SUCCEEDED,5731,1018
application_1488177559200_0137,pagerank2,SUCCEEDED,5542,1023
application_1488177559200_0138,kmeans1,SUCCEEDED,5347,718
application_1488177559200_0139,pagerank2,SUCCEEDED,5065,1942
application_1488177559200_0140,pagerank1,SUCCEEDED,5059,1366
application_1488177559200_0141,kmeans1,SUCCEEDED,5033,1724
application_1488177559200_0142,kmeans1,SUCCEEDED,4983,1721
application_1488177559200_0143,kmeans1,SUCCEEDED,4987,1743
application_1488177559200_0144,kmeans1,SUCCEEDED,4967,1764
application_1488177559200_0145,kmeans1,SUCCEEDED,4958,1753
application_1488177559200_0146,kmeans1,SUCCEEDED,4836,2087
application_1488177559200_0147,pagerank2,SUCCEEDED,4720,2903
application_1488177559200_0148,pagerank2,SUCCEEDED,4631,2367
application_1488177559200_0149,kmeans1,SUCCEEDED,4452,2127
application_1488177559200_0150,pagerank2,SUCCEEDED,4336,2566
application_1488177559200_0151,kmeans1,SUCCEEDED,3883,2758
application_1488177559200_0152,pagerank1,SUCCEEDED,3769,2797
application_1488177559200_0153,kmeans1,SUCCEEDED,3543,2942
application_1488177559200_0154,pagerank2,SUCCEEDED,3483,3093
application_1488177559200_0155,pagerank3,FAILED,11099,3
application_1488177559200_0156,kmeans1,SUCCEEDED,2668,3156
application_1488177559200_0157,pagerank2,SUCCEEDED,2642,4077
application_1488177559200_0158,kmeans1,SUCCEEDED,2592,3279
application_1488177559200_0159,kmeans1,SUCCEEDED,2082,3487
application_1488177559200_0160,pagerank2,SUCCEEDED,1906,3822
application_1488177559200_0161,kmeans1,SUCCEEDED,1759,3865
