application_1474348936913_0016,8,39
application_1474348936913_0017,7,48
application_1474348936913_0018,7,48
application_1474348936913_0019,7,36
application_1474348936913_0020,6,42
application_1474348936913_0021,8,37
application_1474348936913_0022,5,45
application_1474348936913_0023,6,33
application_1474348936913_0024,8,41
application_1474348936913_0025,8,49
application_1474348936913_0026,5,37
application_1474348936913_0027,5,42
application_1474348936913_0028,6,36
application_1474348936913_0029,5,38
application_1474348936913_0030,6,43
application_1474348936913_0031,7,45
application_1474348936913_0032,7,35
application_1474348936913_0033,9,37
application_1474348936913_0034,7,37
application_1474348936913_0035,6,40
application_1474348936913_0036,6,39
application_1474348936913_0037,8,32
application_1474348936913_0038,8,39
application_1474348936913_0039,8,45
application_1474348936913_0040,6,47
application_1474348936913_0041,6,32
application_1474348936913_0042,6,36
application_1474348936913_0043,8,54
application_1474348936913_0044,7,41
application_1474348936913_0045,9,37
application_1474348936913_0046,6,36
application_1474348936913_0047,6,35
application_1474348936913_0048,6,37
application_1474348936913_0049,7,32
application_1474348936913_0050,8,33
application_1474348936913_0051,7,35
application_1474348936913_0052,8,34
application_1474348936913_0053,7,38
application_1474348936913_0054,6,43
application_1474348936913_0055,7,43
application_1474348936913_0056,7,38
application_1474348936913_0057,7,39
application_1474348936913_0058,7,39
application_1474348936913_0059,7,39
application_1474348936913_0060,7,43
application_1474348936913_0061,7,37
application_1474348936913_0062,5,47
application_1474348936913_0064,7,49
application_1474348936913_0065,7,47
application_1474348936913_0063,7,51
application_1474348936913_0066,9,64
application_1474348936913_0067,6,61
application_1474348936913_0068,8,62
application_1474348936913_0069,7,57
application_1474348936913_0070,16,41
application_1474348936913_0071,17,57
application_1474348936913_0072,14,66
application_1474348936913_0073,20,57
application_1474348936913_0074,18,51
application_1474348936913_0075,12,64
application_1474348936913_0076,14,64
application_1474348936913_0077,9,62
application_1474348936913_0078,8,67
application_1474348936913_0079,7,69
application_1474348936913_0080,10,67
application_1474348936913_0081,8,70
application_1474348936913_0082,10,63
application_1474348936913_0083,7,67
application_1474348936913_0084,22,61
application_1474348936913_0086,24,67
application_1474348936913_0085,22,52
application_1474348936913_0087,19,70
application_1474348936913_0088,18,59
application_1474348936913_0089,16,71
application_1474348936913_0090,17,73
application_1474348936913_0091,15,61
application_1474348936913_0092,13,67
application_1474348936913_0093,13,78
application_1474348936913_0094,10,67
application_1474348936913_0095,9,72
application_1474348936913_0096,7,73
application_1474348936913_0097,9,71
application_1474348936913_0098,29,51
application_1474348936913_0099,27,55
application_1474348936913_0100,25,64
application_1474348936913_0101,24,75
application_1474348936913_0102,21,66
application_1474348936913_0103,19,61
application_1474348936913_0104,20,61
application_1474348936913_0105,18,64
application_1474348936913_0106,13,71
application_1474348936913_0107,9,74
application_1474348936913_0108,9,83
application_1474348936913_0109,7,81
application_1474348936913_0110,10,65
application_1474348936913_0111,8,69
application_1474348936913_0112,8,78
application_1474348936913_0113,7,75
application_1474348936913_0114,22,67
application_1474348936913_0115,17,56
application_1474348936913_0116,16,64
application_1474348936913_0117,18,63
application_1474348936913_0118,14,64
application_1474348936913_0119,10,76
application_1474348936913_0120,12,64
application_1474348936913_0121,10,77
application_1474348936913_0122,7,71
application_1474348936913_0123,7,85
application_1474348936913_0124,9,78
application_1474348936913_0125,7,73
application_1474348936913_0126,25,57
application_1474348936913_0127,26,60
application_1474348936913_0128,19,62
application_1474348936913_0129,22,58
application_1474348936913_0130,17,65
application_1474348936913_0131,15,75
application_1474348936913_0132,15,74
application_1474348936913_0133,15,78
application_1474348936913_0134,11,78
application_1474348936913_0135,8,90
application_1474348936913_0136,11,74
application_1474348936913_0137,10,75
application_1474348936913_0138,11,81
application_1474348936913_0139,6,88
application_1474348936913_0140,7,79
application_1474348936913_0141,22,57
application_1474348936913_0142,23,63
application_1474348936913_0143,21,63
application_1474348936913_0144,20,64
application_1474348936913_0145,20,66
application_1474348936913_0147,15,75
application_1474348936913_0146,15,75
application_1474348936913_0148,11,69
application_1474348936913_0149,11,71
application_1474348936913_0150,10,69
application_1474348936913_0151,8,86
application_1474348936913_0152,7,87
application_1474348936913_0153,22,64
application_1474348936913_0154,23,59
application_1474348936913_0155,19,64
application_1474348936913_0156,21,63
application_1474348936913_0157,19,70
application_1474348936913_0158,15,70
application_1474348936913_0159,16,85
application_1474348936913_0160,11,74
application_1474348936913_0161,10,79
application_1474348936913_0162,7,79
application_1474348936913_0164,7,87
application_1474348936913_0163,7,82
application_1474348936913_0166,23,64
application_1474348936913_0165,21,73
application_1474348936913_0167,21,65
application_1474348936913_0169,17,72
application_1474348936913_0168,19,80
application_1474348936913_0170,17,76
application_1474348936913_0171,14,75
application_1474348936913_0172,13,75
application_1474348936913_0173,12,76
application_1474348936913_0174,11,81
application_1474348936913_0175,14,73
application_1474348936913_0176,8,77
application_1474348936913_0177,9,82
application_1474348936913_0178,6,76
application_1474348936913_0179,7,82
application_1474348936913_0180,29,78
application_1474348936913_0181,29,65
application_1474348936913_0182,22,61
application_1474348936913_0183,21,78
application_1474348936913_0184,17,67
application_1474348936913_0185,14,71
application_1474348936913_0186,14,80
application_1474348936913_0187,14,72
application_1474348936913_0188,12,70
application_1474348936913_0189,7,73
application_1474348936913_0190,6,84
application_1474348936913_0191,7,89
application_1474348936913_0192,22,80
application_1474348936913_0193,22,62
application_1474348936913_0194,19,70
application_1474348936913_0195,21,70
application_1474348936913_0197,23,69
