application_1476563135759_0001,8,49
application_1476563135759_0003,7,76
application_1476563135759_0004,7,82
application_1476563135759_0005,10,79
application_1476563135759_0006,65,75
application_1476563135759_0007,25,108
application_1476563135759_0008,23,112
application_1476563135759_0009,41,71
application_1476563135759_0010,67,50
application_1476563135759_0011,60,67
application_1476563135759_0012,85,90
application_1476563135759_0013,71,82
application_1476563135759_0014,44,66
application_1476563135759_0015,26,40
application_1476563135759_0016,80,41
application_1476563135759_0017,16,46
application_1476563135759_0018,16,64
application_1476563135759_0019,32,48
application_1476563135759_0020,22,43
application_1476563135759_0021,10,60
application_1476563135759_0022,23,84
application_1476563135759_0024,28,77
application_1476563135759_0023,8,54
application_1476563135759_0025,24,43
application_1476563135759_0026,27,73
application_1476563135759_0027,7,72
application_1476563135759_0028,10,74
application_1476563135759_0029,17,63
application_1476563135759_0030,31,76
application_1476563135759_0031,23,78
application_1476563135759_0032,11,54
application_1476563135759_0033,11,69
application_1476563135759_0034,8,71
application_1476563135759_0035,48,77
application_1476563135759_0036,28,82
application_1476563135759_0037,41,55
application_1476563135759_0038,16,62
application_1476563135759_0039,38,61
application_1476563135759_0040,58,52
application_1476563135759_0041,18,73
application_1476563135759_0042,24,49
application_1476563135759_0043,9,62
application_1476563135759_0044,28,62
application_1476563135759_0045,40,70
application_1476563135759_0046,7,61
application_1476563135759_0047,34,57
application_1476563135759_0048,10,86
application_1476563135759_0049,10,99
application_1476563135759_0052,30,61
application_1476563135759_0051,28,68
application_1476563135759_0053,10,65
application_1476563135759_0050,13,61
application_1476563135759_0054,69,63
application_1476563135759_0055,20,83
application_1476563135759_0056,47,66
application_1476563135759_0057,22,80
application_1476563135759_0061,29,55
application_1476563135759_0059,16,69
application_1476563135759_0058,16,63
application_1476563135759_0062,10,68
application_1476563135759_0060,10,66
application_1476563135759_0063,24,58
application_1476563135759_0064,27,72
application_1476563135759_0066,33,58
application_1476563135759_0065,26,54
application_1476563135759_0067,19,74
application_1476563135759_0068,39,68
application_1476563135759_0069,30,62
application_1476563135759_0070,15,81
application_1476563135759_0071,61,60
application_1476563135759_0072,55,58
application_1476563135759_0073,19,54
application_1476563135759_0074,14,73
application_1476563135759_0075,49,52
application_1476563135759_0077,34,73
application_1476563135759_0079,21,63
application_1476563135759_0081,21,62
application_1476563135759_0076,10,62
application_1476563135759_0078,35,50
application_1476563135759_0080,59,71
application_1476563135759_0082,12,104
application_1476563135759_0083,14,90
application_1476563135759_0085,13,83
application_1476563135759_0084,30,55
application_1476563135759_0086,30,73
application_1476563135759_0088,49,72
application_1476563135759_0089,22,72
