application_1487869203308_0004,pagerank2,SUCCEEDED,6,531
application_1487869203308_0005,pagerank2,SUCCEEDED,6,1402
application_1487869203308_0006,kmeans2,SUCCEEDED,6,645
application_1487869203308_0007,pagerank1,SUCCEEDED,6,714
application_1487869203308_0008,pagerank2,SUCCEEDED,7,940
application_1487869203308_0009,pagerank1,SUCCEEDED,73,755
application_1487869203308_0010,pagerank1,SUCCEEDED,72,1191
application_1487869203308_0011,pagerank1,SUCCEEDED,62,1150
application_1487869203308_0012,pagerank1,SUCCEEDED,11,741
application_1487869203308_0013,pagerank1,SUCCEEDED,10,1227
application_1487869203308_0014,kmeans2,SUCCEEDED,722,1294
application_1487869203308_0015,pagerank1,SUCCEEDED,710,674
application_1487869203308_0016,kmeans2,SUCCEEDED,503,1334
application_1487869203308_0017,kmeans2,SUCCEEDED,477,1305
application_1487869203308_0018,kmeans2,SUCCEEDED,398,2059
application_1487869203308_0019,pagerank1,SUCCEEDED,253,813
application_1487869203308_0020,pagerank2,SUCCEEDED,252,1557
application_1487869203308_0021,pagerank2,SUCCEEDED,327,1583
application_1487869203308_0022,kmeans2,SUCCEEDED,183,2214
application_1487869203308_0023,pagerank1,SUCCEEDED,125,1319
application_1487869203308_0024,pagerank2,SUCCEEDED,467,2120
application_1487869203308_0025,pagerank1,SUCCEEDED,426,1035
application_1487869203308_0026,kmeans2,SUCCEEDED,122,1709
application_1487869203308_0027,pagerank2,SUCCEEDED,118,1673
application_1487869203308_0028,pagerank1,SUCCEEDED,656,752
application_1487869203308_0029,kmeans2,SUCCEEDED,619,2661
application_1487869203308_0030,kmeans2,SUCCEEDED,612,1589
application_1487869203308_0031,kmeans2,SUCCEEDED,604,2002
application_1487869203308_0032,kmeans2,SUCCEEDED,588,1990
application_1487869203308_0033,kmeans2,SUCCEEDED,455,3052
application_1487869203308_0034,pagerank1,SUCCEEDED,417,1756
application_1487869203308_0035,pagerank2,SUCCEEDED,354,2489
application_1487869203308_0036,kmeans2,SUCCEEDED,1121,1436
application_1487869203308_0037,pagerank2,SUCCEEDED,1061,1445
application_1487869203308_0038,pagerank2,SUCCEEDED,1009,1968
application_1487869203308_0039,pagerank2,SUCCEEDED,974,2857
application_1487869203308_0040,pagerank3,FAILED,6622,29
application_1487869203308_0041,pagerank1,SUCCEEDED,648,2105
application_1487869203308_0042,pagerank1,SUCCEEDED,650,2418
application_1487869203308_0043,pagerank1,SUCCEEDED,554,2764
application_1487869203308_0044,pagerank1,SUCCEEDED,555,2866
application_1487869203308_0045,pagerank2,SUCCEEDED,462,3550
application_1487869203308_0046,kmeans2,SUCCEEDED,275,3880
application_1487869203308_0047,kmeans2,SUCCEEDED,2979,809
application_1487869203308_0048,kmeans2,SUCCEEDED,2916,1755
application_1487869203308_0049,pagerank2,SUCCEEDED,2632,2356
application_1487869203308_0050,pagerank2,SUCCEEDED,2508,2365
application_1487869203308_0051,kmeans2,SUCCEEDED,2506,3374
application_1487869203308_0052,kmeans2,SUCCEEDED,2294,2858
application_1487869203308_0053,kmeans2,SUCCEEDED,2096,3956
application_1487869203308_0054,pagerank2,SUCCEEDED,2026,3972
application_1487869203308_0055,kmeans2,SUCCEEDED,1661,4493
application_1487869203308_0056,kmeans2,SUCCEEDED,1597,3378
application_1487869203308_0057,kmeans2,SUCCEEDED,1570,4128
application_1487869203308_0058,kmeans2,SUCCEEDED,1543,4664
application_1487869203308_0059,pagerank3,FAILED,9828,30
application_1487869203308_0060,pagerank2,SUCCEEDED,4901,2328
application_1487869203308_0061,pagerank1,SUCCEEDED,4876,1166
application_1487869203308_0062,pagerank2,SUCCEEDED,4876,2041
application_1487869203308_0063,pagerank2,SUCCEEDED,4704,2863
application_1487869203308_0064,kmeans2,SUCCEEDED,4614,3906
application_1487869203308_0065,kmeans2,SUCCEEDED,4579,3982
application_1487869203308_0066,kmeans2,SUCCEEDED,4564,3951
application_1487869203308_0067,kmeans2,SUCCEEDED,4230,3925
application_1487869203308_0068,kmeans2,SUCCEEDED,4211,4396
application_1487869203308_0069,kmeans2,SUCCEEDED,3892,5002
application_1487869203308_0070,kmeans2,SUCCEEDED,3685,4968
application_1487869203308_0071,kmeans2,SUCCEEDED,3388,5573
application_1487869203308_0072,pagerank3,FAILED,11403,29
application_1487869203308_0073,kmeans2,SUCCEEDED,7255,2431
application_1487869203308_0074,pagerank1,SUCCEEDED,7221,1438
application_1487869203308_0075,pagerank1,SUCCEEDED,7210,1405
application_1487869203308_0076,pagerank1,SUCCEEDED,7209,1880
application_1487869203308_0077,pagerank1,SUCCEEDED,7207,2070
application_1487869203308_0078,kmeans2,SUCCEEDED,6824,3344
application_1487869203308_0079,pagerank2,SUCCEEDED,6733,3426
application_1487869203308_0080,pagerank2,SUCCEEDED,6731,3976
application_1487869203308_0081,kmeans2,SUCCEEDED,6715,4436
application_1487869203308_0082,pagerank2,SUCCEEDED,6703,4976
application_1487869203308_0083,pagerank1,SUCCEEDED,10051,495
application_1487869203308_0084,kmeans2,SUCCEEDED,10015,1671
application_1487869203308_0085,pagerank2,SUCCEEDED,9954,1485
application_1487869203308_0086,pagerank2,SUCCEEDED,9922,2283
application_1487869203308_0087,kmeans2,SUCCEEDED,9921,3144
application_1487869203308_0088,pagerank2,SUCCEEDED,9921,2374
application_1487869203308_0089,kmeans2,SUCCEEDED,9763,2764
application_1487869203308_0090,pagerank2,SUCCEEDED,9662,3033
